review_id,business_id,business_name,city,state,primary_cuisine,stars,date,text
VJi9wdWpwU55q_jo5gGkDg,hr1XaVzp6htS41LjwKjIbQ,Stella Maris Restaurant & Hookah Lounge,Arabi,LA,Middle Eastern,4.0,2016-12-07 19:54:15,"Gyro plate was amazing . Cozy setting , great service. Hummus appetizer was very small for price. Little gem in Arabi."
Epdfgwj-k8LWyeZ7Ki92WQ,TXoxXn3IETBBJxZQMQK3rw,La Casona,Tampa,FL,Caribbean,4.0,2015-03-07 21:09:13,"This restaurant was recommended by my mother. Growing up in Miami, I have always been accustomed to various Spanish dishes, but never have I tried Puerto Rican food. I was definitely in for a bang for my buck. When I entered La Casona, I was impressed by the beautiful ambiance. The waitresses were very friendly, which always has a lasting impression in my book. Unaware of their popular dishes, I was informed that the most popular is the Mofungo, which is a fried plantain-based dish that includes Cajun broth and pork. I order the Mofongo relleno de Camaronés, which included sauteed shrimp, vegetables, and stir-fried mussels. It was, by far, one of the best dishes I've tasted. I definitely recommend this restaurant to everyone. If you're in Tampa, and looking for good Spanish dishes, La Casona is the place to be. Besos!"
_UC-Dl34RpV-fSKmrooTeA,mUIBtlWNPD7sz3rGGWQ1RA,Kanella,Philadelphia,PA,Mediterranean,5.0,2011-08-01 19:53:53,"Having enjoyed breakfast, lunch and dinner several times at Kanella, I (and those dining with me) have found the food consistently outstanding. All of the dishes are fresh, flavorful and presented appetizingly. The service is wonderful, with caring and attentive waiters and hostesses. A small restaurant, the atmosphere is both intimate and festive. I have found Kanella's specials to be exciting and creative....At the same time, I always look forward to the pita and varied dips. Oh, and the desserts...from homemade ice creams to baklava, unique and delicious. Yummy coffees and teas (I enjoy both). A strong personality is behind any successful restaurant. I was lucky enough to be dining when the chef came out from the kitchen. He seemed to care about everyone's meal and was friendly and personable. Enjoy the food and enjoy the atmosphere. Kanella is rare gem of a restaurant. What more can one ask for to have a wonderful dining experience, but fresh, flavorful food, lovely atmosphere and great service...all with a lot of heart."
m6_OGXUEm6fnsDEAlmkmIw,6LCZLGa09Qifn6rG7-DNrg,Erawan Thai Cuisine,Philadelphia,PA,Thai,4.0,2012-08-19 22:31:49,This place has the best Pad Thai in Chinatown! The pad thai here is very soft and full of flavor. This is the only Thai restaurant in Chinatown. The papaya salad here is quite unique. It's sweet and spicy. The dishes here cost a bit more than other places in Chinatown. Most dishes are at least 10 dollars. The service here is great! The waiters are very friendly and helpful. The decor of the restaurant is very serene and calm. This place also has nice appetizers and soups. Very good place to eat!
CGZApu9bWQOsXzs7sc7nxQ,1T9F7iLDFAYWJvif1RKneg,Saigon Restaurant,Indianapolis,IN,Vietnamese,1.0,2014-01-25 13:11:15,"Maybe it was an off day for them at this establishment, maybe. Upon arriving for lunch we we're immediately seated. The server took our drink order then came back 4 times in three minutes to see if we were ready to order. The menu is large and there is a wide selection. My friend ordered the hot pot special, I ordered a number 62 which was a spicy meat soup. Upon receiving the food I was excited to give this stuff a try. The broth in my soup was ok, the meat that was in it was lunch meat slices. The was also zero spice to this soup. My friend said his meal was very bland and had to add a lot of the sauces on the table to flavor. I do not believe that I will be back."
d88kG4yOpnURFoFVsKZQbQ,4WdDY97x4GdMYtyk1KQMnw,Lilly's Cafe,New Orleans,LA,Vietnamese,4.0,2015-12-27 21:01:44,"Great atmosphere! Totally acceptable Vietnamese , but not traditional ! My only complaint is that their noodle to broth ratio is a little off . I'm always a little disappointed that I run out of broth before I'm finished with my pho ! and broth is waaaaaaay more important to me than noodles!"
TaGLFfWInP1JGv5F6wNigg,c3eWB489arZI26M8n4gAvw,Flavor of India,Saint Louis,MO,Indian,3.0,2013-03-02 16:24:56,"Food was decent, prices were all right. Pretty convenient location. Flt like a decent but not incredible experience."
MD0n7xjBrk2quf3ewTGUPA,jjK2eJS43eMBQEBddYldnA,Guru's Indian Cuisine,Newtown,PA,Indian,5.0,2015-10-18 23:43:39,"We have been to Guru a few times, being Indian we are very critical about the food but the food, service, ambience was perfect. The staff, owner and chef are also very personable. The food was fresh, and the spice level was perfect. I would reccomend it very highly."
7VyqnRV2BrpHNQw_T2R7Yg,2fuQnVPwhU_zzfUog_JGsw,"Tin's House, Thai Cuisine & Sushi",Avon,IN,Thai,5.0,2016-11-13 02:35:21,This is definitely the best Thai food I've ever had. Service was great and attentive. The owners are such great people and the food is fresh and is ready quick. Definitely recommend this place!
6RXJamMy2QqoImNRcSxFBQ,vSQPjQYfMDBRS3bQ15zlGA,Siamese Princess,Ardmore,PA,Thai,4.0,2008-06-01 02:55:18,"Siamese Princess popped my Thai food cherry 7 years ago. i'm glad i saved myself for her. she was wonderful! very thoughtful, experienced, pretty, comforting, and yummy. she provided a wide variety of treats and though i was too scared at the time to try anything exotic, what i did try was simple and pleasing and definitely satisfying. i havent been back to her in years, but my memories of her are fund. id like to visit her again as a more experienced Thai food eater."
yN9raSNw5wpxG1--Cw-zBQ,6LCZLGa09Qifn6rG7-DNrg,Erawan Thai Cuisine,Philadelphia,PA,Thai,4.0,2015-10-26 14:03:45,"I am surprised I have not reviewed Erawan yet! I have dined in twice and done take out once. Dining in was always a pleasant experience with very attentive waiters who did not rush us. The food has been consistently very good. Last night I ordered green curry which was absolutely delicious. There were plenty of veggies and chicken. The eggplant literally tasted like butter. I love spice and I felt like there was the perfect balance of spicy, sweet and sour. I also had the chicken satay with peanut sauce (my guilty pleasure). It did not disappoint. For the money, Erawan is really excellent thai food!!"
7JJdwQY5sbC-hgARCkrLBQ,U8jSYiECyAljqTL2U1ERGw,Bamboo House of Noodle Soups,West Chester,PA,Vietnamese,2.0,2016-07-05 03:26:02,"Nothing too exciting for pho lovers. Stopped here for on my way back from Longwood Garden since it had 4stars. The beef slices were cut little too thick but the soup had a good flavor...however, the bean sprout and the basil was withered and looked like it was sitting out premade in a serving dish for a while...that is a no no~ Won't be back for sure."
fd3b8si__CPmbJNVuy3o-A,ilVGsC87BfopszGWw2qdXg,Spice Kitchen,Trooper,PA,Indian,1.0,2013-11-20 15:33:36,"This used to be a good place to eat till about 2-3 months back - I've had multiple party orders from these guys and the food has always been top notch... TILL they opened another location in Lansdale and their head chef moved up there. The norristown location has since gone downhill in terms of food quality. The buffet nowadays is below average - couple of times i have ordered takeout and the food was salty beyond edible, and everything went into the trash; I am put off to the point where i dont even dare ordering takeout anymore. I raised this concern with the manager at the Norristown location once and was told that the curries are made at one location and transported to the other - whatever be the case, the food quality is nowhere where it once used to be. This used to be our indian restaurant of choice in this area -- NO MORE. I used to provide a lot of business to these guys but it seems like this was to be expected given they choose profits over quality."
NEZ2pxVfZdtMavhfCcShJA,6kAXOzE7fqaBZINQV_-_mg,Kien Giang,Nashville,TN,Vietnamese,4.0,2016-06-26 08:28:57,"I'm Vietnamese and grew up in Little Saigon, California so I'm pretty good at judging pho and Viet food. This place is one of my go-to spots for pho outside of California (or Texas). The prices are affordable--pho shouldn't be more than $7 a bowl--and the service is fine. Nothing fancy, but it does the job when you just want a satisfying meal of pho. 1 star deducted for being cash only."
-FYK2hXO6wJzql6om6mOvQ,KUYGwEEEM8yFkCf-CxpRPQ,Singha Thai Cafe,New Orleans,LA,Thai,3.0,2012-07-02 04:42:15,"I like their chicken pad thai, their shrimp spring rolls, and their crispy rolls. I didnt care much for their curry dishes. I also like their chicken satay with peanut sauce."
-mXWkEPGrhnLP6HfA6cqkg,yE1raqkLX7OZsjmX3qKIKg,Butcher & Bee,Nashville,TN,Middle Eastern,3.0,2017-09-10 12:57:04,"We went on a Saturday around 11:30, they didn't have too many vegan options and no plant based protein option which is always disappointing and why I'm giving 3 instead of 4. The ambiance was excellent - decor and design was clean, modern and beautiful. They food was pretty good, I didn't like how they brought everything out when it was ready so each person's meal came out separately so we were all sitting there til the last one arrived."
k1bTTGV5HlJzGwbI4Mg22w,SlZJATE_TGUU8X34UJNi4g,La Mulita,Indianapolis,IN,Caribbean,4.0,2017-05-02 16:51:23,"Been dying to come to La Mulita for some time now! I'm a die hard taco lover, so it surprises me that I haven't been in before now! We started our tour de taco with some guacamole, because how else are you going to fully test the gusto of a taco joint? I was a little taken aback when I got a kick with it! It was just a touch spicy, something I had not expected. But none-the-less, it was delicious. And the chips were salty, just how I like them! I also got the house margarita, which was about your average marg. For the main meat of it all, I got the carnitas... my go to in every mexican establishment. They too had some kick, but it also had equal flavor, and I requested some pickled red onion to top it off bc no taco is complete without it! To end off the meal, I had to get the churros. Rarely do I see them, so I'm basically craving them all the time! They come with a little cup of ""hot chocolate"" for dipping. I really didn't get much chocolate flavor out of it when dipping, which was probably the only real disappointment on the trip, but I downed it like a shot of tequila and it was tasty all by itself! Overall, I would totally come again. In fact, I look forward to it!"
zbttZx2QixhEsNZNwb2WVQ,mUIBtlWNPD7sz3rGGWQ1RA,Kanella,Philadelphia,PA,Mediterranean,3.0,2013-09-06 14:59:52,"Well, the food was good at least, but the service was almost non-existent, and the prices are too high for the portions that are provided. I would not go again."
n2kqx1-VJAkOS9JS21MLOQ,8-j10_I745ITrczbkfD-Pw,Desi Village Indian Cuisine,King Of Prussia,PA,Pakistani,5.0,2015-11-07 04:11:35,"Great food and service! My mom and I both ordered a shrimp dish. The shrimp were huge and perfectly cooked. I'd say the meals were expensive, but worth it. The servers were all very pleasant and attentive. I will definitely go back to check out the buffet."
T6331tnGBRPxzvwnK8o_QQ,lwdkX7KcibM4mDqpDfK7JA,Kalamatas - Green Hills,Nashville,TN,Mediterranean,2.0,2014-07-29 02:26:01,"Service-Somewhat confusing when you order at the counter and not the register but owners and workers are very friendly. Food-Very Low quality and not very appetizing. The beef in the gyro collapsed in my mouth like tofu and the basmati rice didn't taste very traditional. The beef isn't sliced like a traditional gyro but cut in a elongated tube shape. The food tastes microwaved and it comes out too fast for comfort. Atmosphere-Has a very homey feel that makes you comfortable. Location-Not the best because it is in the middle of Green Hills but the traffic on that side of town is usually pretty horrific. Staff- Everyone was very friendly, productive, attentive, and they were all around good folks. Overall I would go back if the food was good but unfortunately I was only impressed by the service."
nnjmNX4y4iCy9grx4L5w_A,f82dhKNiUXsDVPMLqKYiIQ,Sher-e-Punjab,Tucson,AZ,Pakistani,5.0,2017-09-22 06:30:22,"Can't say enough good things about this place!! Delicious delicious food. I honestly love all Indian cuisine, but this place has a friendly staff and great prices. It can get busy which is even more telling of how good their food and service is! Never a long wait though. I could eat here every day."
WWO-qdLmDsxjm_2okchYIg,ilVGsC87BfopszGWw2qdXg,Spice Kitchen,Trooper,PA,Indian,1.0,2013-10-26 23:20:39,"We have loved this restaurant in the past, but this evening's meal was very disappointing. We ordered online for pickup and were there in plenty of time to get our food. The food was cold, which is no big deal - you can always reheat. But, honestly, we didn't like anything! All the meals were items we have ordered previously and liked, but the quality of the food was terrible! Sauces were greasy and watered down, and the spice level was non existent. We will surely think twice about spending that kind of money for a meal there in the future."
Jf2TBEDKJmN-RCaMaVSzfQ,vUrTGX_7HxqeoQ_6QCVz6g,Suraya,Philadelphia,PA,Middle Eastern,5.0,2018-01-11 21:51:12,"Lives up to the hype! I got a manoushe(Lebanese flat bread) w/ onions, tomatoes and a fried egg. At first I was concerned I didn't get cheese but it didn't need it at all. The flavors were impeccable. The space is bigger than expected. The ambiance is trendy but cozy. Will def be a regular stop!"
ZQLbV8cdohPv2FOfbwRZXQ,ju4YP8SLdR_BmWr_-Xh83Q,Phamous Cafe,Goleta,CA,Vietnamese,4.0,2016-06-13 18:57:24,"I figured i'd give this place a try because i endured a weekend of camping and heavy drinking...needing some life elixir (pho) the best hangover cure known to man. I usually hit up noodle city on Saturday's, everyone knows sunday is their off day. the broth was good consistency, had good beefy flavor, but lacked aromatics and layers of flavor that noodle city consistently provides. the noodles were all stuck in a ball at the bottom of the bowl and were very thin and broke into segments. they were very sparse with the thai basil, but gladly gave us more. their chilli oil seemed homemade and had a smoky flavor im not used to (but liked). the meat was awesome, tendon was fatty chunks, brisket was smokey, all in all a pleasurable experience. service-4 decor-4 (very hot inside, but most pho spots are) food-4 all in all, its nice to have options. I am loyal to noodle city, but if hangovers occur on sunday's i know where i will be heading."
RbWdnV66w4kXJN_Mn1Jnnw,sUQ-OfJYSNfz-cimEjoaXQ,Soho Oasis Cafe,Tampa,FL,Middle Eastern,3.0,2012-01-07 04:36:40,This place is way better than Byblos. I love the wraps and the salad. Good hummus too. Will go back.
kXKdCpCeD1sHqUxIZxJESw,pj8Y-5vfbRitnnm2xJFH9w,Jamaican Jerk Hut,Philadelphia,PA,Caribbean,3.0,2013-07-16 15:16:32,"No doubt that Jamaican Jerk Hut is too expensive for what it is, but I also got some of the best jerk chicken I've had here. It's a dinky looking place on the inside with wobbly tables, kids screaming, and crappy TV on, yet they're charging $15 for a plate of jerk chicken with rice, two pieces of plantains, and a little slaw. Essentially the equivalent of a BBQ joint charging $15 for a pulled pork sandwich and fries, it just doesn't make sense. That said, my chicken was moist, super spicy (exactly how I like my jerk chicken), and had me cleaning the bones by the end of my meal. Wish they were a bit more generous with the sides. BYOB is a nice perk to save a few bucks on drinks at least. We didn't have any issues with service, but we were also there for dinner on a Tuesday night, so it may have been less busy than usual. Wouldn't go back unless I was really craving jerk, although I'd imagine I can probably find a better/cheaper place to hit the spot instead."
Ik4HaoBQEl1mNZcd34j7pQ,qq6vsh6ZEshfv4mTdrjA0g,Magasin Kitchen,New Orleans,LA,Vietnamese,4.0,2016-12-05 22:35:41,"I love their lemongrass chicken spring roll but expected more rice noodles for my beef pho. I would like to suggest if only few guest, how about just let guest seated in big table. Busy to clean table for more space putting my dishes."
y2sGdR2Q8U1fSc5ByP_vlw,DOl21AqtT74dUZ3kvXNNcA,Golden Triangle,Philadelphia,PA,Thai,3.0,2016-04-16 16:10:48,"Great service, decent price, and BYOB. Their Thai dishes are excellent. But their other Asian dishes doesn't seem to have the same flavor. This place won't disappoint, you just have to know what to order. Considering the limited Asian restaurants in the area, this is a must try for quality Asian food."
juMVRhVSjOUrCJsXIOV_bg,7EhTT4iEuA7JaaWA-eI3Qw,Seasons Cafe & Bakery,Pinellas Park,FL,Vietnamese,5.0,2013-09-07 02:07:21,Great place. I have tried many of their dishes but love their summer rolls and peanut sauce. Never had a bad Boba! Love the banana mango so lite and refreshing. This place is always clean and staff is super nice. It is hard to drive by and not stop. Little slow but that is because everything is fresh!
_PMsVtvFtP75xtoE-L8xJA,9dGzGbNKLMP0_wOqI5GffQ,Jasmine Thai,Brandon,FL,Thai,5.0,2014-01-01 18:23:50,Stopped at this place on our way back to California and we were so glad that we found it! The chicken satay is to die for.
TbWaTuOf2iXo91zrsQdVmQ,mUIBtlWNPD7sz3rGGWQ1RA,Kanella,Philadelphia,PA,Mediterranean,4.0,2013-04-15 14:15:58,"Kanella has high marks from me, I have a gluten allergy and the server and kitchen did a fantastic job. The hake was amazing! I really enjoyed the family type atmosphere, this would be a great spot to bring a group."
dl4lxu312NYTF6OJKXY0iQ,x4XdNhp0Xn8lOivzc77J-g,Thai Place Restaurant,Phoenixville,PA,Thai,3.0,2012-09-13 17:25:48,"This place was okay. Especially considering the location in east bumble f, pa. that being said, i'm astounded that this is rated so highly. It wasn't a horrible experience, but no way is it a 4.5 star rating. I guess I need to consider the raters when considering the opinions. Anyway, stopped in for a lunch special. Approx $8 and change for an appetizer, soup or salad, and an entree. The pricing was fair and it was a pretty big lunch menu to select from. For an appetizer, i went with chicken satay, my soup was a something tom kah coconut soup, and my entree was a penang curry. The chicken satay and soup came out together. The chicken was bbq'd a bit too much, being a little bit drier than I prefered, but it was slathered in what tasted like a satay sauce from a can. No joke, I think I have the same kung lee or whatever brand of satay dressing in my fridge right now. I would pass on the chicken satay. The soup came out looking nice. there were big slices of chicken, onions, and a single slice of tomato. The onions were all under cooked and a bit sharp, maybe this was their intent, but they were cut too large so it wasn't an easy task to align it with the spoon direction to be able to fit it in my mouth with the soup (that's what she said, freak). The soup also had a bit of a sour taste, not exactly to my liking either. The entree came in a small bowl, cause it's a soupy curry, with a bowl shaped mound of rice. It looked so bare on the plate, i had to check to make sure they didn't forget the rest of the meal. Surprisingly, it was pretty filling, thank you mr. rice. Um.. all i could say was that the curry had salt, a bit too much. I think the chef mixed the ingredients up, instead of sugar he added salt. Instead of curry powder, salt! Salt salt salt! I had to dump all the rice in to soak up the curry and balance out the flavor to make it more palatable. It wasn't a great experience, but it wasn't super horrible either. i probably wouldn't go back again if I were ever to find my self unfortunate enough to be in bumbleville phoenixville."
tfsyOb9zf4Otl5pDmMNsIA,fdjzXyPw1Zt2avRokULJOw,Doan's Restaurant,Edmonton,AB,Vietnamese,1.0,2011-12-06 03:55:27,"Well, it's probably unfair to rate this place the same way I would rate Vietnamese food in the Bay Area, but the five spice chicken was not good by any stretch of the imagination. The flavor was overly salty an they dump the saucy chicken over the rice so you just cannot escape the bombardment of salt in your taste buds. It gets really crowded during lunch, so if you can call in your order or something that would be better."
MwN8-N5RugSwhvcUdFpcGA,mUIBtlWNPD7sz3rGGWQ1RA,Kanella,Philadelphia,PA,Mediterranean,4.0,2012-08-21 01:22:42,"Was hoping to give Kanella five stars and I am confident I will once I return. We dined this Sunday with friends and we enjoyed a tasting menu, the only option offered on Sundays. Our meal's many small dishes were exceptionally fresh, delicious and flavorful but particularly heavy on beans, grains and veggies. While all were beautifully prepared, I was anticipating (and in the mood for) more fresh seafood, flakey puff pastries filled with cheese, Greek dips and lots of charred pita. You know, the healthy stuff. :) My friends also remarked that while delicious, they've had more robust tasting menus in visits past. All of that said, service was great, ambiance was quaint & cozy and sharing small plates among good friends always makes me happy. Can't wait to come back and have full go at the menu. BYO and a la carte dessert ordering even on Sundays."
cHqw-AGHv63Mg3cYpJwXqA,yE1raqkLX7OZsjmX3qKIKg,Butcher & Bee,Nashville,TN,Middle Eastern,2.0,2017-08-21 20:58:54,"We went on a Sunday evening. The service here was HORRIBLE from the moment we walked in the door. Although there were only three parties ahead of us in line, it took ten minutes just to check in with the hostess. When I finally got to the front, the hostess was terse in spite of my pleasant demeanor. We arrived at the restaurant at six minutes prior to our reservation time. We were seated nearly thirty minutes later- although the table at which we were finally seated had been cleared and idle for twenty minutes at that point. After we were seated, it was another five minutes or so before our server stopped by. Although she was friendly, it seemed that our server had too many tables. We ordered drinks and appetizers at the same time, but our appetizers order was never put in. It took a long time just to get a water refill. When we finally had a chance to ask for our bill and received it, a manager came by and picked it up before our server ever got back to the table. When our server came back my husband's credit card was not with the bill because it was another table's bill- she gave his card to another table. Earlier in the evening I'd heard her ask a customer what the last name was on the card they'd just given her that she'd apparently lost. The food was excellent, which is how they earned a second star. But I would not bother going back. The atmosphere was very snobby, as though most of the staff was just SO OVER having to wait on customers."
ExlAxMnxxvOSx_Gu0Xoy5A,F8yozE3NWnImNApHO347gQ,Marrakesh,Philadelphia,PA,Mediterranean,4.0,2013-02-27 13:20:48,"Excellent experience! Came here on Saturday to celebrate a friend's birthday and we had an awesome time. I would say its definitely a great place to come for a special occasion or if you're just looking to experience something different. Their hospitality and service is wonderful. We arrived late for our reservation and our table wasn't ready so they kept coming over to check on us, since there is not waiting area we were just squeezed in by the door so we wouldn't have to stand in the cold. They even came over with wine for us and another group that was waiting outside to help with the wait. I would say even before that the good experience started when I called to make the reservation and they were so helpful in explaining how it all worked to me after I let them know this would be my 1st time here. So once we were seated the fun began. They explained to our group how it worked and took our order. It's a byob so they opened out wine but also brought over some of their white wine. Like I said this was all a new experience as I've never had Moroccan food, so eating off the same plate and with just your hands took a little getting used to but it was fun. They wash your hands with rose oil water first, which smells amazing, but I also had my sanitizer. They also come around with a big basket of pita bread which kind of serves as your silverware. I liked all the food. The 1st salad course was excellent, I want to make my cucumbers like that at home now. The 2 course with the kind of pastry thing with almonds and chicken was I'm but I didn't eat much of that. The main chicken if you choose spicy know that it truly is spicy lol, you'll need water. The couscous was better with stuff and not just on its own. The beef kabobs as a little tough but still good taste. The final dessert of the baklava was so good. I had not had baklava before that I liked but this was so good if I wasn't so stuffed I would've eaten everyone else's. They belly dancer made her rounds and got the birthday girl in out group up and dancing. So it was an all around great time."
iVGbmoTQBJ21kBeCloSzcA,ngvE1G9IckUO-ljZBFo23w,Mumbai Bistro,Philadelphia,PA,Indian,3.0,2011-07-04 19:43:06,"A good place for a quick lunch. Well priced and satisfying. Will return. I have had better, but I've also paid more and wouldn't necessarily go to those place routine. Mumbai serves it's purpose and it does it well."
AvRPGhhcr6a-eI4fz68VmQ,4WdDY97x4GdMYtyk1KQMnw,Lilly's Cafe,New Orleans,LA,Vietnamese,5.0,2018-02-24 05:07:53,"This is a super cute, pretty small cafe with insanely fast and friendly service, the best crab Rangoon I've ever had and quick and easy food pick up. The pho broth is excellent as well. Street parking can be a little bit of a hassle but it's worth it. The portions are also fairly large and everything is priced very well."
f2Ng5OyoeF4OsN7aKUgByA,jW4a3W9-UkFxpglHvo_Kqg,Meun Fan Thai Cafe,Santa Barbara,CA,Thai,5.0,2015-08-08 00:59:57,"This little gem is located conveniently on Cliff. The food is authentic and flavorful. The whole menu looks delicious. We had the green curry with chicken, drunken noodles with gluten and the flavor rolls with lemonade (the fresh lime was a nice touch btw). The server was sweet, but my dining partner did order the red curry, but she gets a pass because my lemonade was always full and my companion did not want to send his dish back. We will be back."
ClmKlu1OBvZnoBEO_xKfNg,zIDuAuwyaLmNwv4k18mbwA,India Palace,Indianapolis,IN,Pakistani,1.0,2018-03-05 02:56:13,"The food can be better. There were lot of dishes and lot of choices, both in vegetarian and non-vegetarian. The ambience of the restaurant is grand. The taste of food is not matching the grandeur of the restaurant."
9VQUL1ResI8BX7eH8Xe2bA,-b7A7e2zh3CDTpgChRoRKw,Thailand Restaurant,Tampa,FL,Thai,5.0,2016-11-11 17:00:36,"Great food, staff, and service. Food was as hot as I ordered it even though I'm a round-eye. Great place!"
9q8bUm8pZP6vXWvgCXUsvg,1T9F7iLDFAYWJvif1RKneg,Saigon Restaurant,Indianapolis,IN,Vietnamese,5.0,2016-06-13 17:23:23,"Holy lunch menu! The lunch special is one spring roll, cup of soup (miso or mushroom) and an entree from their lunch list (I had shrimp curry). I easily had a filling lunch and a diet coke for under $10. Can't beat that. The service was very fast and the food was flavorful. While it was not the most unique or original meal I've ever seen, the combo of cost, speed of service and great taste make this an absolute winner. It's hard to check of all these boxes when looking for a work-lunch restaurant and Saigon really gets it."
9M43aQFpsY9tF3On89XuBA,v9D3inGP2LaibM0VMufaXg,Coco Thai Bistro,Narberth,PA,Thai,3.0,2015-08-09 01:48:19,"Very cute. Outdoor seating on a nice narberth street. Very pleasant service. Food is ok. I've had better at home though. Pricy, entrees are round 20 bucks. I got the ginger halibut hotpot. Nothing explosively good. Nice place to go after a movie. Go for the coconut icecream..home made. Super yummy. 4 bucks. Next time I'm just going for dessert. :)"
eWVQ25cCgzD51-7rkemITw,xCXGV3wEvYd4xBGx8ZRFQA,La Va Cafe,Philadelphia,PA,Mediterranean,4.0,2013-06-25 20:48:42,"Wonderful little neighborhood coffee shop. I have yet to try the food, but I would love to if it worked out. The coffee / espresso is delicious and not overpriced. I do have to recommend the Vanilla Chai though- it's spectacular. They have plenty of space inside and out to sit and study or just relax. I was using LaVa as a study break from my house for a little while and always felt very comfortable. They have a water cooler which is nice too. Baristas are very sweet. A little note that made me like this place even more is that although they have a $10 minimum for payments made by CC- they suggested I get a $10 gift card and use it so I'll have a ""free"" coffee next time I come in. I'm not sure why other places with minimums don't suggest this as well! It worked for me :)"
1B4GpxHwOIOF_o0qxpz3fQ,6CsLAjWXFlLpErBZEmGQ5g,Sky Cafe,Philadelphia,PA,Indonesian,4.0,2014-05-10 18:58:37,"I've been wanting to try this place for quite some time given the stellar yelp reviews. After finally squeaking through the door last night just before 8 pm, I can now say I agree with its good reputation! It is truly a gem in the neighborhood. I love that it is BYOB. At ~6.50 a plate, Sky Cafe boasts street food prices, but the dining area is nicer than I expected given the cheap prices: it's clean, comfortable, and well-decorated. Although my friend had to take my order over the phone at 7:45 as I rushed there before closing, the waiter was patient and excellent at recommending a vegetarian dish I would enjoy. He was very helpful and polite and he never made us feel rushed. Now, on to the food. Everything was fresh and arrived speedily to the table. My friends both got the Mie Kepiting (homemade egg noodles with crab meat). The noodles were phenomenal; a delightful and unique combination of texture and flavor. The noodles and crab meat are in one bowl, and the broth is served on the side, so you can pour it in to suit your ideal ratio of noodles: broth. I got the Nasi Urap with what were described to me as ""stinky beans"" (I did not find them very stinky at all, which is a good thing). The beans came in a rich, spicy, coconutty sauce that I absolutely adored. The plate came with a nest of assorted crispy fried vegetables, which complimented the texture of the beans and rice perfectly. I was a little disappointed there were not more vegetarian items on the menu, considering the many vegan options available at other Indonesian restaurants in the area, but apparently they can make several dishes to order, so I would love to come back and try a vegetarian version of the noodles if they have it. I'm so glad I finally tried this place! I'll be back for sure."
nWYhU9AmLenK3zXDR7Xg-g,mUIBtlWNPD7sz3rGGWQ1RA,Kanella,Philadelphia,PA,Mediterranean,5.0,2014-02-27 04:27:58,"Went there on a whim on a Tuesday night and it was better than i could have hoped. We opted for ordering 3 appetizers (like tappas) and sharing a dessert and it was more than enough for two healthy eaters. They bring our FRESH WARM sourdough and tahini to start and it was magical. We ordered the humus with mushrooms, the flat bread and the lamb sausages wrapped in phyllo - all were fresh, healthy portions and amazingly flavorful. The flat bread had the perfect comb of flavors with sweet, bitter, salty and creamy. The humus was creamy and smooth with huge chunks of warm mushrooms and pine nuts in the center - we may have almost licked the plate clean. And he just loved the lamb sausage with the buttery, flaky phyllo dough encasing it. But my favorite was the dessert - a gluten free orange pistachio cake served warm with cardamom ice cream. Divine. The place doesn't look particularly upscale with a cute diner feel, but the food is wonderful. Service was amazing; i'm past 8 mo pregnant and one of the waitstaff came by to offer me pillow for my back - so sweet! We will def be back!"
9Y3m65SXJiSi2hNDidktXQ,vSQPjQYfMDBRS3bQ15zlGA,Siamese Princess,Ardmore,PA,Thai,5.0,2018-06-10 22:17:21,Amazing food!! So cute that's it's byob for a casual date night. Absolutely go here. Best Thai food i have ever had hands down! Staff is friendly too :)
e9ZoaTXPzsq4P9neD0IFvw,mUIBtlWNPD7sz3rGGWQ1RA,Kanella,Philadelphia,PA,Mediterranean,4.0,2013-11-21 01:33:21,"This was my first time and I would go back. Food was delicious, service was excellent. When we got there, however, at 5:30, we were only the second table. The hostess, as she sat us and I was taking off my coat, told us that the table was needed by 7:15p for another reservation. I could have done without that."
Y_h9h6Mm1B0ZE7MAQuILQg,-K0zTgGyxo-AeSkcV0IVaA,Spiro's Restaurant,Chesterfield,MO,Mediterranean,5.0,2014-02-09 03:34:34,I really enjoyed my meal at Spiro's. It was a busy night but the wait staff was very attentive and apologetic about the slightly slow service. The flaming cheese is fun and tasty. I had the chicken piccata and my companion had the tilapia and both were solid and fresh. I really liked the potato. The manager was very solicitous. I think I'd like to try it again on a weekday.
gUvFUI5q6GBS5XWBdSCI6Q,fycMe9LC7-O5ezKFrU-r_g,Pho Hoa Noodle Soup,Edmonton,AB,Vietnamese,3.0,2010-01-16 01:36:48,"I keep coming back to Pho Hoa over and over again because this place offers good, simple food and fast service. I have never actually sat down and enjoyed a meal at this restaurant because I always order take-out. I have been to this restaurant enough times to not even ask for the menu when I come in, since I already know what I want. And what I want are summer rolls and chicken pho. The broth is fantastic, the meat is tender and not overcooked, rice vermicelli are perfect. Plain, simple and delicious! On the menu there are many different kinds of pho, rice plates and vermicelli bowls. I have tried prawn, pork and vegetables vermicelli plate, and it left me stone cold. Everything was too dry, and unimpressive, and so I stick to my chicken pho."
qd-1oHoRuycXn96orD2J1g,LTTRaIO-p4zjvXtw9zm1Wg,Mi Caribe,Saint Louis,MO,Caribbean,5.0,2015-12-22 21:35:13,"I really loved this restaurant! I was in town for the weekend and actually ate here twice - it was that good. The drinks were refreshing; I particularly enjoyed the Finding Nemo and the Rum Punch. The staff was accommodating and nice. I really loved the decor! And most importantly, the food was top notch!"
